CONCEPT_SCHEME_ID,CONCEPT_SCHEME_AGENCY,CONCEPT_SCHEME_VERSION,CONCEPT_SCHEME_NAME,CONCEPT_SCHEME_DESCRIPTION,CONCEPT_SCHEME_URN,CONCEPT_ID,CONCEPT_NAME,CONCEPT_DESCRIPTION,CONCEPT_URN,CODELIST_URN,CODELIST_AGENCY,CODELIST_ID,CODELIST_VERSION,CODELIST_TABLE_NAME
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COHER_FREQSTAT,Coherence - sub-annual and annual statistics,Extent to which statistics of different frequencies are reconcilable.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COHER_FREQSTAT,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COMMENT,Comment,Descriptive text which can be attached to data or metadata.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COMMENT,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COMPARABILITY,Comparability,Extent to which differences between statistics can be attributed to differences between the true values of the statistical characteristics.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COMPARABILITY,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COMPAR_GEO,Comparability - geographical,Extent to which statistics are comparable between geographical areas.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COMPAR_GEO,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COMPAR_TIME,Comparability - over time,Extent to which statistics are comparable or reconcilable over time.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COMPAR_TIME,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COMPILING_ORG,Compiling agency,Organisation collecting and/or elaborating the data being reported.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COMPILING_ORG,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),COMPONENT,Component,Structural artefact used to define the structure of a data or metadata set.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).COMPONENT,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONCEPT,Concept,Unit of thought created by a unique combination of characteristics.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONCEPT,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONCEPT_SCH,Concept scheme,Set of concepts that are used in a data structure definition or metadata structure definition.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONCEPT_SCH,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONF,Confidentiality,Property of data indicating whether they are subject to dissemination restrictions.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONF,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONF_DATA_TR,Confidentiality - data treatment,Rules applied for treating the data set to ensure that private information from individual units cannot be accessed and to prevent unauthorised disclosure.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONF_DATA_TR,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONF_POLICY,Confidentiality - policy,Legislative measures or other formal procedures which prevent unauthorised disclosure of data that identify a person or economic entity either directly or indirectly.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONF_POLICY,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONF_REDIST,Confidentiality - redistribution authorisation policy,Secondary recipient(s) to whom the sender allows the primary recipient to forward restricted data.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONF_REDIST,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONF_STATUS,Confidentiality - status,Information about the confidentiality status of the object to which this attribute is attached.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONF_STATUS,urn:sdmx:org.sdmx.infomodel.codelist.Codelist=SDMX:CL_CONF_STATUS(1.1),SDMX,CL_CONF_STATUS,1.1,CL_CONF_STATUS
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONSTRAINT,Constraint,Specification of a subset of the possible content of data or metadata that can be derived from the code lists used in a data or metadata structure.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONSTRAINT,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONTACT,Contact,"Individual or organisational contact points for the data or metadata, including information on how to reach the contact points.",urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONTACT,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONTACT_EMAIL,Contact email address,E-mail address of the contact points for the data or metadata.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONTACT_EMAIL,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONTACT_FAX,Contact fax number,Fax number of the contact points for the data or metadata.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONTACT_FAX,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONTACT_MAIL,Contact mail address,Postal address of the contact points for the data or metadata.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONTACT_MAIL,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONTACT_NAME,Contact name,Name of the contact points for the data or metadata.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONTACT_NAME,,,,,
CROSS_DOMAIN_CONCEPTS,SDMX,2.0,SDMX Cross Domain Concept Scheme,"The Cross Domain Concept Scheme (starting from v2.0) is created from the set of concepts in the SDMX Glossary, which is an SDMX guideline containing concepts and related definitions that are useful for building and understanding data and metadata exchange arrangements based on SDMX. The Glossary provides definition of terms found in the SDMX Information Model, Data Structure Definitions (DSDs) and Metadata Structure Definitions (MSDs) at the time of the present release. It is recommended as a single entry point to a common SDMX terminology to be used in order to facilitate communication and understanding of the standard.In short, the overall message of the glossary is the following: if a term is used, then its precise meaning should correspond to the SDMX Glossary definition, and any reference to a particular phenomenon described in the SDMX Glossary should use the appropriate term.Version 1.0 of the SDMX Glossary, which replaces the Metadata Common Vocabulary (MCV) published in 2009, was finalised in February 2016. The Cross Domain Concept Scheme v1.0 was created from the MCV concepts.For any question, comment or correction, feel free to contact the SDMX Statistical Working Group (SWG) at the following address: swg@sdmx.org.",urn:sdmx:org.sdmx.infomodel.conceptscheme.ConceptScheme=SDMX:CROSS_DOMAIN_CONCEPTS(2.0),CONTACT_ORGANISATION,Contact organisation,Organisation of the contact point(s) for the data or metadata.,urn:sdmx:org.sdmx.infomodel.conceptscheme.Concept=SDMX:CROSS_DOMAIN_CONCEPTS(2.0).CONTACT_ORGANISATION,,,,,
