Code id,Name,Description,Parent
ER_H2O_STRESS,"Level of Water Stress, Freshwater Withdrawal as a Proportion of Available Freshwater Resources","The level of water stress: freshwater withdrawal as a proportion of available freshwater resources is the ratio between total freshwater withdrawn by all major sectors and total renewable freshwater resources, after taking into account environmental water requirements.
Note:
Total freshwater withdrawal is the volume of freshwater extracted from its source (rivers, lakes, aquifers) for agriculture, industries, and municipalities. Freshwater withdrawal includes primary freshwater (not withdrawn before), secondary freshwater (previously withdrawn and returned to rivers and groundwater, such as discharged wastewater and agricultural drainage water) and fossil groundwater. Main sectors, as defined by International Standard Industrial Classification standards, include agriculture, forestry and fishing, manufacturing, electricity industry, and services. Environmental water requirements are the quantities of water required to sustain freshwater and estuarine ecosystems. This indicator is also known as water withdrawal intensity.
Total renewable freshwater resources are expressed as the sum of internal and external renewable water resources.
Internal renewable water resources are defined as the long-term average annual flow of rivers and recharge of groundwater, generated from endogenous precipitation, for a given economy.
External renewable water resources refer to the flows of water entering the economy, taking into consideration the quantity of flows reserved to upstream and downstream economies through agreements or treaties.",
DC_TOF_WASHL,Amount of Water- and Sanitation-Related Official Development Assistance as Part of a Government-Coordinated Spending Plan,"Amount of water- and sanitation-related ODA that is part of a government-coordinated spending plan is defined as the proportion of total water- and sanitation-related ODA disbursements that are included in the government budget.
Note:
The amount of water- and sanitation-related ODA is a quantifiable measurement as a proxy for “international cooperation and capacity development support” in financial terms. 
A low value of this indicator (near 0%) would suggest that international donors are investing in water- and sanitation-related activities and programs in the economy, outside the purview of the national government. A high value (near 100%) would indicate that donors are aligned with the national government and national policies and plans for water and sanitation.",
EG_ACS_ELEC_T,"Proportion of Population with Access to Electricity, Total","Percentage of the population with access to electricity.

Note:
Access to electricity addresses major critical issues in all the dimensions of sustainable development. The target has a wide range of social and economic impacts, including facilitating development of household-based income-generating activities and lightening the burden of household tasks.",
EG_ACS_ELEC_U,"Proportion of Population with Access to Electricity, Urban","Percentage of the population with access to electricity.

Note:
Access to electricity addresses major critical issues in all the dimensions of sustainable development. The target has a wide range of social and economic impacts, including facilitating development of household-based income-generating activities and lightening the burden of household tasks.",
EG_ACS_ELEC_R,"Proportion of Population with Access to Electricity, Rural","Percentage of the population with access to electricity.

Note:
Access to electricity addresses major critical issues in all the dimensions of sustainable development. The target has a wide range of social and economic impacts, including facilitating development of household-based income-generating activities and lightening the burden of household tasks.",
EG_EGY_CLEAN,Proportion of Population with Primary Reliance on Clean Fuels and Technology,"Number of people using clean fuels and technologies for cooking, heating and lighting divided by total population reporting that any cooking, heating or lighting, expressed as percentage. “Clean” is defined by the emission rate targets and specific fuel recommendations (i.e. against unprocessed coal and kerosene) included in the normative guidance WHO guidelines for indoor air quality: household fuel combustion.",
EG_FEC_RNEW,Renewable Energy Share in Total Final Energy Consumption,"Percentage of final consumption of energy that is derived from renewable resources.

Note:
Renewable energy consumption includes consumption of energy derived from hydro, solid biofuels, wind, solar, liquid biofuels, biogas, geothermal, marine sources, and waste. Total final energy consumption is calculated from national balances and statistics as total final consumption minus nonenergy use.",
EG_EGY_PRIM,Energy Intensity Measured in Terms of Primary Energy and GDP,"Energy supplied to the economy per unit value of economic output.

Note:
Total energy supply, as defined by the International Recommendations for Energy Statistics, is made up of production, plus net imports, minus international marine and aviation bunkers plus-stock changes. GDP is the measure of economic output. For international comparison purposes, GDP is measured in constant terms at PPP.",
NY_GDP_PCAP,Annual Growth Rate of Real GDP per Capita,"Percentage change in the real GDP per capita between 2 consecutive years.
Note:
Real GDP per capita is calculated by dividing GDP at constant prices by the population of an economy or area. The data for real GDP is measured in constant US dollars to facilitate the calculation of economy growth rates and aggregation of the economy data.",
SL_EMP_PCAP,Annual Growth Rate of Real GDP per Employed Person,"Annual percentage change in real GDP per employed person.
Note:
The real GDP per employed person being a measure of labor productivity, this indicator represents a measure of labor productivity growth, thus providing information on the evolution, efficiency and
quality of human capital in the production process.",
SL_TLF_UEM_15T,Unemployment rate for age group 15+ - Total,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_15F,Unemployment rate for age group 15+ - Female,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_15M,Unemployment rate for age group 15+ - Male,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_1524T,Unemployment rate for age group 15-24 - Total,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_1524F,Unemployment rate for age group 15-24 - Female,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_1524M,Unemployment rate for age group 15-24 - Male,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_25T,Unemployment rate for age group 25+ - Total,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_25F,Unemployment rate for age group 25+ - Female,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_UEM_25M,Unemployment rate for age group 25+ - Male,"Percentage of persons in the labor force who are unemployed.
Note:
Unemployed persons are defined as all those of working age (usually persons aged 15 and above) who were not in employment, carried out activities to seek employment during a specified recent period, and were currently available to take up employment given a job opportunity, where:
(i) “not in employment” is assessed with respect to the short reference period for the measurement of employment;
(ii) to “seek employment” refers to any activity when carried out, during a specified recent period comprising the past 4 weeks or 1 month, for the purpose of finding a job or setting up a business or agricultural undertaking;
(iii) the point when the enterprise starts to exist should be used to distinguish between search activities aimed at setting up a business and the work activity itself, as evidenced by the enterprise’s registration to operate or by when financial resources become available, the necessary infrastructure or materials are in place, or the first client or order is received, depending on the context; and
(iv) “currently available” serves as a test of readiness to start a job in the present, assessed with respect to a short reference period comprising that used to measure employment (depending on national circumstances, the reference period may be extended to include a short subsequent period not exceeding 2 weeks in total, so as to ensure adequate coverage of unemployment situations among different population groups).",
SL_TLF_NEET,"Proportion of Youth (Aged 15–24 Years) not in Education, Employment, or Training","Proportion of youth (aged 15–24 years) who are not in education, employment, or training, also known as ""the NEET rate"". It conveys the number of young persons not in education, employment, or training as a percentage of the total youth population.",
SL_TLF_CHLDEA_T,"Proportion of Children (Aged 5–17 Years) Engaged in Child Labor, Total","The number of children aged 5–17 years reported to be in child labor during the reference period (usually the week prior to the survey). The proportion of children in child labor is calculated as the number of children in child labor, divided by the total number of children in the population.",
SL_TLF_CHLDEA_F,"Proportion of Children (Aged 5–17 Years) Engaged in Child Labor, Female","The number of children aged 5–17 years reported to be in child labor during the reference period (usually the week prior to the survey). The proportion of children in child labor is calculated as the number of children in child labor, divided by the total number of children in the population.",
SL_TLF_CHLDEA_M,"Proportion of Children (Aged 5–17 Years) Engaged in Child Labor, Male","The number of children aged 5–17 years reported to be in child labor during the reference period (usually the week prior to the survey). The proportion of children in child labor is calculated as the number of children in child labor, divided by the total number of children in the population.",
FB_CBK_BRCH,"Number of Commercial Bank Branches per 100,000 Adults","The number of commercial bank branches per 100,000 adults refers to the number of commercial banks branches reported by the central bank or the main financial regulator of the economy every year. To make it comparable, this number is presented as a reference per 100,000 adults in the respective economy.",
FB_ATM_TOTL,"Number of ATMs per 100,000 Adults","The number of ATMs per 100,000 adults, refers to the number of ATMs in the economy for all types of institutions, such as commercial banks, non-deposit-taking microfinance institutions, deposit-taking microfinance institutions, credit unions, financial cooperatives, and others. This information is reported every year by the central bank or the main financial regulator of the economy. To make it comparable, this number is presented as a reference per 100,000 adults in the respective economy.",
FB_BNK_ACCSS,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money Service Provider,Percentage of adults (aged 15+) who report having an account (of their own or held with someone else) at a bank or another type of financial institution or have personally used a mobile-money service in the past 12 months.,
DC_TOF_TRDCML,Aid for Trade-commitments,Aid for Trade commitments and disbursements is the gross disbursements and commitments of total Official Development Assistance (ODA) from all donors for aid for trade.,
DC_TOF_TRDDBML,Aid for Trade-disbursement,Aid for Trade commitments and disbursements is the gross disbursements and commitments of total Official Development Assistance (ODA) from all donors for aid for trade.,
IS_RDP_PFVOL_AIR,"Passenger Volume, by Air Transport",,
IS_RDP_FRGVOL_AIR,"Freight Volume, by Air Transport",,
NV_IND_MANF,"Manufacturing Value-Added, As a Proportion of GDP","Manufacturing value-added (MVA) as a proportion of GDP is a ratio between MVA and GDP, both reported in constant 2015 US dollars.",
NV_IND_MANFPC,"Manufacturing Value-Added, Per Capita",MVA per capita is calculated by dividing MVA in constant 2015 US dollars by the population of an economy or area.,
SL_TLF_MANF,Manufacturing Employment as a Proportion of Total Employment,Share of manufacturing employment in total employment.,
EN_ATM_CO2GDP,"Carbon Dioxide Emissions, Per Unit of GDP (PPP)","Carbon Dioxide (CO₂) emissions per unit value added is an indicator computed as the ratio between CO₂ emissions from fuel combustion and the value added of associated economic activities. The indicator can be computed for the whole economy (total CO₂ emissions/GDP) or for specific sectors, such as the manufacturing sector (CO₂ emissions from manufacturing industries per manufacturing value added [MVA]).

CO₂ emissions per unit of GDP are expressed in kilograms of CO₂ per constant 2021 US dollars PPP. CO₂ emissions from manufacturing industries per unit of MVA are measured in kg of CO₂ equivalent per unit of MVA in constant 2020 US dollars.",
EN_ATM_CO2MVA,"Carbon Dioxide Emissions, Per Unit of Manufacturing Value-Added","CO₂ emissions per unit of value-added is an indicator calculated as ratio between CO₂ emissions from fuel combustion and the value-added of associated economic activities. The indicator can be calculated for the whole economy (total CO₂ emissions to GDP) or for specific sectors, notably the manufacturing sector (CO₂ emissions from manufacturing industries per MVA).

CO₂ emissions per unit of GDP are expressed in kilograms of CO₂ per constant 2010 US dollar PPP of GDP. CO₂ emissions from manufacturing industries per unit of MVA are measured in kilograms of CO₂ equivalent per unit of MVA in constant 2015 US dollars.",
GB_XPD_RSDV,Research and Development Expenditure as a Proportion of GDP,Amount of research and development expenditure divided by the total output of the economy.,
GB_POP_SCIERD,Researchers (Full-Time Equivalent),Number of research and development workers per 1 million people.,
DC_TOF_INFRAL,Total Official International Support to Infrastructure,Gross disbursements of total ODA and other official flows from all donors in support of infrastructure.,
NV_IND_TECH,Proportion of Medium and High-Tech Industry Value Added in Total Value Added,"Ratio of the value-added by medium- and high-tech (MHT) industry to total MVA.
Note:
Industrial development generally entails a structural transition from resource-based and low-tech activities to MHT activities. A modern, highly complex production structure offers better opportunities for skills development and technological innovation. MHT activities are also the high-value addition industries of manufacturing with higher technological intensity and labor productivity. Increasing the share of MHT sectors also reflects the impact of innovation.",
IT_MOB_2GNTWK,Proportion of Population Covered by 2G Mobile Networks,"Proportion of the population covered by a mobile network, broken down by technology, refers to the percentage of inhabitants living within range of a mobile-cellular signal, irrespective of whether or not they are mobile-phone subscribers or users. This is calculated by dividing the number of inhabitants within range of a mobile-cellular signal by the total population and multiplying by 100.
Note:
Coverage refers to Long-Term Evolution (LTE), broadband (3G), and narrowband (2G) mobile-cellular technologies:

2G mobile population coverage refers to the percentage of inhabitants within range of a mobile networks with access to data communications (e.g. Internet) at downstream speeds below 256 Kbit/s. This includes mobile-cellular technologies such as general packet radio service (GPRS), code division multiple access (CDMA) 2000 1x and most enhanced data for GSM (global system for mobile communications) evolution (EDGE) implementations.

3G population coverage refers to the percentage of inhabitants that are within range of at least a 3G mobile-cellular signal, irrespective of whether or not they are subscribers. 

Long-term evolution (LTE) population coverage refers to the percentage of inhabitants that live within range of LTE/LTE-Advanced, mobile WiMAX/WirelessMAN or other more advanced mobile-cellular networks, irrespective of whether or not they are subscribers.",
IT_MOB_3GNTWK,Proportion of Population Covered by 3G Mobile Networks,"Proportion of the population covered by a mobile network, broken down by technology, refers to the percentage of inhabitants living within range of a mobile-cellular signal, irrespective of whether or not they are mobile-phone subscribers or users. This is calculated by dividing the number of inhabitants within range of a mobile-cellular signal by the total population and multiplying by 100.
Note:
Coverage refers to Long-Term Evolution (LTE), broadband (3G), and narrowband (2G) mobile-cellular technologies:

2G mobile population coverage refers to the percentage of inhabitants within range of a mobile networks with access to data communications (e.g. Internet) at downstream speeds below 256 Kbit/s. This includes mobile-cellular technologies such as general packet radio service (GPRS), code division multiple access (CDMA) 2000 1x and most enhanced data for GSM (global system for mobile communications) evolution (EDGE) implementations.

3G population coverage refers to the percentage of inhabitants that are within range of at least a 3G mobile-cellular signal, irrespective of whether or not they are subscribers. 

Long-term evolution (LTE) population coverage refers to the percentage of inhabitants that live within range of LTE/LTE-Advanced, mobile WiMAX/WirelessMAN or other more advanced mobile-cellular networks, irrespective of whether or not they are subscribers.",
IT_MOB_4GNTWK,Proportion of Population Covered by LTE Mobile Networks,"Proportion of the population covered by a mobile network, broken down by technology, refers to the percentage of inhabitants living within range of a mobile-cellular signal, irrespective of whether or not they are mobile-phone subscribers or users. This is calculated by dividing the number of inhabitants within range of a mobile-cellular signal by the total population and multiplying by 100.
Note:
Coverage refers to Long-Term Evolution (LTE), broadband (3G), and narrowband (2G) mobile-cellular technologies:

2G mobile population coverage refers to the percentage of inhabitants within range of a mobile networks with access to data communications (e.g. Internet) at downstream speeds below 256 Kbit/s. This includes mobile-cellular technologies such as general packet radio service (GPRS), code division multiple access (CDMA) 2000 1x and most enhanced data for GSM (global system for mobile communications) evolution (EDGE) implementations.

3G population coverage refers to the percentage of inhabitants that are within range of at least a 3G mobile-cellular signal, irrespective of whether or not they are subscribers. 

Long-term evolution (LTE) population coverage refers to the percentage of inhabitants that live within range of LTE/LTE-Advanced, mobile WiMAX/WirelessMAN or other more advanced mobile-cellular networks, irrespective of whether or not they are subscribers.",
SI_HEI_TOTL_BOT,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,"The growth rate in the welfare aggregate of the bottom 40% of the population is calculated as the annualized average growth rate in per capita real consumption or income of the bottom 40% of the income distribution in an economy, using household surveys over a period of approximately 5 years.",
SI_HEI_TOTL,Growth Rates of Household Expenditure or Income per Capita,The national average growth rate in the welfare aggregate is calculated as the annualized average growth rate in per capita real consumption or income of the total population in an economy from household surveys over a period of approximately 5 years.,
EN_LND_SLUM,"Proportion of Urban Population Living in Slums, Informal Settlements, or Inadequate Housing","The proportion of the urban population that lives in slums or informal settlements as well as those living in inadequate housing.
Note:
Most of the criteria for defining slums, informal settlements, and inadequate housing overlap. The criteria for informal settlements are essentially captured in the definition of slums, which combines both slums and informal settlements as one entity. Slums and informal settlements are therefore combined into one component of the indicator, providing some continuity with what was captured under Millennium Development Goal 7. At a later stage, a composite index will be developed that will incorporate all measures (combining slums, informal settlements, and inadequate housing) to provide one estimate.",
VC_DSR_GDPLS,Direct Economic Loss Attributed to Disasters,"Direct economic loss is the monetary value of total or partial destruction of physical assets existing in the affected area. Direct economic loss is nearly equivalent to physical damage.
Note:
The original national disaster loss databases usually register physical damage value (housing unit loss, infrastructure loss, etc.), which needs conversion to a monetary value according to the United Nations International Strategy for Disaster Reduction methodology. The converted global value is divided by global GDP (inflation adjusted, constant US dollars) calculated from the World Bank Development Indicators.",
EN_ATM_PM25,"Annual Mean Levels (Î¼g/mÂ³) of Fine Particulate Matter (e.g., PM2.5 and PM10) in Cities (population weighted), Total","The mean annual concentration of fine suspended particles of less than 2.5 microns in diameters (PM2.5) is a common measure of air pollution.
Note:
The mean is a population-weighted average for urban population in an economy and is expressed in micrograms per cubic meter.",
EN_ATM_PM25_U,"Annual Mean Levels (Î¼g/mÂ³) of Fine Particulate Matter (e.g., PM2.5 and PM10) in Cities (population weighted), Urban","The mean annual concentration of fine suspended particles of less than 2.5 microns in diameters (PM2.5) is a common measure of air pollution.
Note:
The mean is a population-weighted average for urban population in an economy and is expressed in micrograms per cubic meter.",
EN_MAT_FTPRTN,"Material Footprint, All","Material footprint is the attribution of global material extraction to domestic final demand of an economy. The total material footprint is the sum of the material footprint for biomass, fossil fuels, metal ores, and nonmetal ores. This indicator is calculated as raw material equivalent  of imports plus domestic extraction minus raw material equivalents of exports. For the attribution of the primary material needs of final demand, a global, multiregional input-output framework is employed.",
EN_MAT_FTPRPC,"Material Footprint, Per Capita","Material footprint is the attribution of global material extraction to domestic final demand of an economy. The total material footprint is the sum of the material footprint for biomass, fossil fuels, metal ores, and nonmetal ores. This indicator is calculated as raw material equivalent  of imports plus domestic extraction minus raw material equivalents of exports. For the attribution of the primary material needs of final demand, a global, multiregional input-output framework is employed.",
EN_MAT_DOMCMPT,"Domestic Material Consumption, All","Domestic material consumption (DMC) is a standard material flow accounting indicator and reports the apparent consumption of materials in a national economy. 

Note:
DMC reports the amount of materials that are used in a national economy. DMC is a territorial (production side) indicator. DMC also presents the amount of material that needs to be handled within an economy, which is either added to material stocks of buildings and transport infrastructure or used to fuel the economy as material throughput. DMC describes the physical dimension of economic processes and interactions. It can also be interpreted as long-term waste equivalent. Per capita DMC describes the average level of material use in an economy – an environmental pressure indicator – and is also referred to as metabolic profile.",
EN_MAT_DOMCMPC,"Domestic Material Consumption, Per Capita","Domestic material consumption (DMC) is a standard material flow accounting indicator and reports the apparent consumption of materials in a national economy. 

Note:
DMC reports the amount of materials that are used in a national economy. DMC is a territorial (production side) indicator. DMC also presents the amount of material that needs to be handled within an economy, which is either added to material stocks of buildings and transport infrastructure or used to fuel the economy as material throughput. DMC describes the physical dimension of economic processes and interactions. It can also be interpreted as long-term waste equivalent. Per capita DMC describes the average level of material use in an economy – an environmental pressure indicator – and is also referred to as metabolic profile.",
ER_FFS_CMPT_GDP,Fossil-fuel subsidies (consumption and production) as a proportion of total GDP,,
SG_DSR_SILS,Proportion of local governments that adopt and implement local DRR strategies in line with national DRR strategies,"The percentage of local governments that adopt and implement local DRR strategies in line with national strategies.
Note: 
Member states count the number of local governments that adopt and implement local DRR strategies in line with the national strategy and express it as a percentage of the total number of local governments in the economy.

Local governments are determined by the economy reporting for this indicator, considering subnational public administrations with responsibility to develop local DRR strategies.",
VC_DSR_AFFCT,Number of people affected by disasters,"The number of people who were directly affected by disasters, per 100,000 population. 

Note:
People who are affected, either directly or indirectly, by a hazardous event. “Directly affected” are those who have suffered injury, illness, or other health effects. “Indirectly affected” are those who have suffered consequences, other than or in addition to direct effects.",
VC_DSR_MORT,Number of Deaths Due to Disaster,"The number of people who died during disaster, or directly after, as a direct result of the hazardous event.",
SG_DSR_LGRGSR,Number of economies that adopt and implement national disaster risk reduction (DRR) strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,"The number of economies that adopt and implement national DRR strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030, and the coverage score for the level of implementation that member states will report their status in the Sendai Framework Monitor.Note:
Member states will assess the level of implementation for 10 key elements of their national DRR strategy, then enter those scores into the Sendai Framework Monitor. The national DRR strategy progress score E1 would be calculated as the arithmetic average across 10 national DRR strategy key elements (KE1). 

The national DRR strategy progress score benchmarks strategies according to the following five categories: 
Comprehensive implementation: E1 is higher than 0.75;
Substantial implementation, additional progress required: E1 is higher than 0.5, but less than or equal to 0.75; 
Moderate implementation, neither comprehensive nor substantial: E1 is higher than 0.25, but less than or equal to 0.5; 
Limited implementation: E1 is higher than 0 but less than or equal to 0.25, 
No national DRR strategy: If there is no implementation of national DRR strategy, or no existence of such plans, the score will be 0..",
ER_MRN_MPA,Average Proportion of Marine Key Biodiversity Areas Covered by Protected Areas,"The indicator shows trends over time in the mean percentage of each important site for marine biodiversity (i.e., those that contribute significantly to the global persistence of biodiversity) that is covered by designated protected areas and other effective area-based conservation measures.
Note:
The International Union for Conservation of Nature (IUCN) defines protected areas as clearly defined geographical spaces, recognized, dedicated, and managed through legal or other effective means, to achieve the long-term conservation of nature with associated ecosystem services and cultural values. Importantly, a variety of specific management objectives are recognized within this definition, spanning conservation, restoration, and sustainable use.
The status “designated” is attributed to a protected area when the corresponding authority, according to national legislation or common practice (e.g., by means of an executive decree or the like), officially endorses a document of designation. The designation must be made for the purpose of biodiversity conservation, not de facto protection arising because of some other activity (e.g., military).",
AG_LND_FRST,Forest Area as a Proportion of Total Land Area,"Size of forest cover in relation to land area.
Note:
Forest is defined as “land spanning more than 0.5 hectares with trees higher than 5 meters and a canopy cover of more than 10%, or trees able to reach these thresholds in situ. It does not include land that is predominantly under agricultural or urban land use”. Land area is the area of an economy excluding area under inland waters and coastal waters.",
ER_PTD_TERR,Proportion of Important Sites for Terrestrial Biodiversity that are Covered by Protected Areas,"Proportion of important sites for terrestrial biodiversity that are covered by protected areas and contribute significantly to the global persistence of biodiversity. They are covered by designated protected areas and Other Effective Area-based Conservation Measures (OECMs). 

The status “designated” is attributed to a protected area when the corresponding authority, according to national legislation or common practice (e.g., by means of an executive decree or the like), officially endorses a document of designation. The designation must be made for the purpose of biodiversity conservation, not de facto protection arising because of some other activity (e.g., military).

OECMs are defined by the Convention on Biological Diversity (CBD) as “A geographically defined area other than a Protected Area, which is governed and managed in ways that achieve positive and sustained long-term outcomes for the in-situ conservation of biodiversity, with associated ecosystem functions and services, and where applicable, cultural, spiritual, socioeconomic, and other locally relevant values.”",
